Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-01-02,60.186710357666016,60.21583949828838,60.01921918804131,60.02650286215078,2218800.0
2015-01-05,60.361419677734375,60.383265122544266,60.223057786191774,60.25218689787495,5820100.0
2015-01-06,60.536190032958984,60.71824281785327,60.46337003016328,60.46337003016328,3887600.0
2015-01-07,60.57261657714844,60.645436596492196,60.47795110758268,60.54348745824866,2433400.0
2015-01-08,60.477928161621094,60.5216190454883,60.41966994592533,60.5216190454883,1873400.0
2015-01-09,60.57991027832031,60.65273030972363,60.44154832958544,60.44883199946945,1646100.0
2015-01-12,60.65999984741211,60.68184529616246,60.58717427716299,60.62358706228755,4397900.0
2015-01-13,60.71826171875,60.78380363073563,60.60903445846031,60.667287145344204,2223400.0
2015-01-14,60.85665512084961,60.96588799342767,60.842093330552714,60.90762972061074,2481200.0
2015-01-15,61.12605285644531,61.14061463659157,60.842050919201235,60.842050919201235,4214500.0
2015-01-16,60.94402313232422,61.060534085059345,60.863919421650664,61.031404957922334,3631300.0
2015-01-20,60.87845993041992,61.04595096396675,60.856614481655335,60.95127994490555,3029500.0
2015-01-21,60.76200866699219,61.02416542114215,60.75472499165012,61.016881745800085,2473900.0
2015-01-22,60.776493072509766,60.90028761660972,60.71095674533075,60.90028761660972,2157400.0
2015-01-23,60.97315216064453,61.00227573192143,60.88576477937512,60.90761023573925,6255000.0
2015-01-26,60.90031051635742,60.98769787459822,60.86390328394901,60.97313609279715,7810500.0
2015-01-27,60.93672180175781,61.08964550804923,60.90030901443596,61.06780005798064,1154100.0
2015-01-28,61.15517807006836,61.23527618947775,60.893021597678015,60.90758337689505,1394600.0
2015-01-29,61.08965301513672,61.1479112596863,60.99498753460264,61.126065806933205,1551300.0
2015-01-30,61.424583435058594,61.424583435058594,61.249814388537864,61.3153506975552,10474400.0
2015-02-02,61.35160827636719,61.42457529681088,61.22756378491024,61.256746139466266,6070500.0
2015-02-03,61.161922454833984,61.2859670129866,61.125436141480954,61.242187890586806,1237200.0
2015-02-04,61.18382263183594,61.19112100917882,60.97221422513845,61.037888487162874,2945700.0
2015-02-05,61.05247497558594,61.11814923255538,61.00869584895987,61.06707172914819,2128200.0
2015-02-06,60.658443450927734,60.87005183197468,60.64385226504144,60.84086389317199,2907700.0
2015-02-09,60.63656234741211,60.775203684307904,60.60737440453769,60.760606929355255,1384600.0
2015-02-10,60.527099609375,60.59277386246155,60.490618861686926,60.56358592409308,1447900.0
2015-02-11,60.527099609375,60.600072238811165,60.4833204853373,60.56358592409308,1904000.0
2015-02-12,60.55630874633789,60.63657421319173,60.534419176656286,60.55630874633789,4662900.0
2015-02-13,60.417686462402344,60.585510245518165,60.41768646240235,60.585510245518165,1883000.0
2015-02-17,60.17686462402344,60.41766097686831,60.15497505867951,60.40306422195179,5281500.0
2015-02-18,60.344669342041016,60.43223314288567,60.1914368658347,60.26440391635736,3813000.0
2015-02-19,60.293617248535156,60.42496022161554,60.27172768086033,60.37388270803047,1322700.0
2015-02-20,60.308231353759766,60.47605513223191,60.22066749083969,60.38119845600996,3145800.0
2015-02-23,60.43223190307617,60.483309394097056,60.381154412055295,60.41764072008264,3952700.0
2015-02-24,60.680362701416016,60.724141843507695,60.33011286358563,60.432267906487766,2542200.0
2015-02-25,60.73873519897461,60.75333195821338,60.621988960227014,60.673066483497685,4934600.0
2015-02-26,60.5709228515625,60.738746645207215,60.56362447056774,60.665779536360226,2187500.0
2015-02-27,60.62197494506836,60.64386451183337,60.512521544212106,60.5854886224392,4094400.0
2015-03-02,60.42607116699219,60.681957825372436,60.411445884849996,60.652712838998866,2476100.0
2015-03-03,60.352935791015625,60.469910108790046,60.33831051510105,60.411420160948616,2648100.0
2015-03-04,60.352935791015625,60.43335807482048,60.323690817094906,60.38948782498519,1425400.0
2015-03-05,60.38949966430664,60.44798962361499,60.316390004125964,60.36756732404339,1340800.0
2015-03-06,60.03854751586914,60.1774541423574,59.97274494297905,60.1774541423574,1580000.0
2015-03-09,60.111690521240234,60.170180490081066,60.08244553681982,60.155555208915644,1982300.0
2015-03-10,60.34564971923828,60.352962360414836,60.26522740002881,60.27984710447104,3766100.0
2015-03-11,60.41142272949219,60.45529298119273,60.32369338190844,60.34562571880438,4829700.0
2015-03-12,60.45525360107422,60.6014728037401,60.426008644960035,60.58685311463553,8421500.0
2015-03-13,60.39680480957031,60.51377913576312,60.37487247202846,60.39680480957031,2114500.0
2015-03-16,60.5137825012207,60.586897734304934,60.44067284604561,60.550340117762815,1203700.0
2015-03-17,60.56496810913086,60.56496810913086,60.491858443946875,60.52110342560245,1471300.0
2015-03-18,60.93778991699219,60.937789916992195,60.51374636115151,60.630726201896174,5534300.0
2015-03-19,60.7550163269043,60.91586082752026,60.718464308159106,60.90124113560341,1208100.0
2015-03-20,60.91587448120117,60.92318711775171,60.791587549378846,60.791587549378846,1011200.0
2015-03-23,60.94512176513672,60.95243440196511,60.84276716116963,60.94512176513672,1572700.0
2015-03-24,61.04745101928711,61.084008610340994,60.923164134352284,60.98165404887641,2300500.0
2015-03-25,60.95241928100586,61.12057084099097,60.9377940109773,61.12057084099097,1559900.0
2015-03-26,60.7550163269043,60.871996173863586,60.696526403424656,60.8646835389521,2342500.0
2015-03-27,60.81355667114258,60.893978988129014,60.776999044181196,60.81355667114257,6542300.0
2015-03-30,60.886592864990234,60.91583781568236,60.83541559575503,60.901218129288296,1634800.0
2015-03-31,60.95241928100586,61.00359657029344,60.857371759538786,60.90124199171827,1996000.0
2015-04-01,61.19499206542969,61.224304191470736,61.07774356126547,61.092402419644195,3132700.0
2015-04-02,61.1143798828125,61.22429894837415,61.092397187843346,61.216969519812466,791200.0
2015-04-06,61.165679931640625,61.268269577413115,61.107055679565946,61.260940148224684,1768800.0
2015-04-07,61.20231246948242,61.21697132703855,61.063086866995675,61.11438168700997,977400.0
2015-04-08,61.15835189819336,61.21697615160594,61.070415518074476,61.202317292894534,3470700.0
2015-04-09,61.026424407958984,61.17298497973252,60.967800179249565,61.17298497973252,1025400.0
2015-04-10,60.997127532958984,61.09971716347408,60.967815411281016,61.0777344698945,4290100.0
2015-04-13,61.011810302734375,61.07775840932149,60.96783930762521,61.04112243590123,6046400.0
2015-04-14,61.121700286865234,61.25359643720589,61.11437085938572,61.209631053759004,1398100.0
2015-04-15,61.18032455444336,61.24627822638713,61.15834186070064,61.22429553264441,1022400.0
2015-04-16,61.165679931640625,61.231628022187344,61.099726250377515,61.194992057677965,1289900.0
2015-04-17,61.26823806762695,61.304879604008256,61.11435367810978,61.15098962377757,1693900.0
2015-04-20,61.20231246948242,61.25360728949671,61.12903495385002,61.224300755816614,2463600.0
2015-04-21,61.12902069091797,61.202298189452904,61.08505530993997,61.17299166261075,1788000.0
2015-04-22,60.90186309814453,61.114371772504754,60.90186309814453,61.10704234491573,1501300.0
2015-04-23,61.01908874511719,61.092371818870994,60.92382857623626,60.96047011311317,5518000.0
2015-04-24,61.1143798828125,61.173004129874165,61.06308506431252,61.09972102568912,1597900.0
2015-04-27,61.07040023803711,61.14368333182541,61.02643485433623,61.14368333182541,1591400.0
2015-04-28,60.87992477416992,61.03380932139632,60.86526590830879,61.01915045553519,1217700.0
2015-04-29,60.689369201660156,60.76264672324795,60.61609168007238,60.6966986310339,1905200.0
2015-04-30,60.75531768798828,60.75531768798828,60.50616742704062,60.594103799854395,4229900.0
2015-05-01,60.57102966308594,60.666472905424115,60.51229277482031,60.61507952855618,7173200.0
2015-05-04,60.48289108276367,60.64441463597441,60.468209669496744,60.62238971534656,1190000.0
2015-05-05,60.387474060058594,60.512285732003186,60.30671224845743,60.512285732003186,4175700.0
2015-05-06,60.21865463256836,60.350809919751654,60.16726122096718,60.350809919751654,3938900.0
2015-05-07,60.343414306640625,60.387464159762246,60.262652508280055,60.27733392550179,3602900.0
2015-05-08,60.50492477416992,60.60771147678723,60.46086932915166,60.556318125478576,1735900.0
2015-05-11,60.18925476074219,60.43887814889843,60.14519929112885,60.387484768898126,929200.0
2015-05-12,60.1158332824707,60.22596355878157,60.02039003044583,60.09380834750023,2139600.0
2015-05-13,60.08650588989258,60.32145362733005,60.057143024175254,60.28474164298986,2372000.0
2015-05-14,60.20396041870117,60.24801030458894,60.13054207506804,60.167248446154325,1485300.0
2015-05-15,60.44620895385742,60.475577393606436,60.3067102654139,60.321397286016975,1402700.0
2015-05-18,60.225955963134766,60.3948231123752,60.21861245191792,60.3948231123752,3747700.0
2015-05-19,60.09378433227539,60.18188963840635,60.02770955376939,60.05707798914638,4856500.0
2015-05-20,60.09378433227539,60.17454612919803,60.042390970729734,60.11580925844405,4097400.0
2015-05-21,60.284690856933594,60.32140281034628,60.167217087179104,60.203929040591795,2314100.0
2015-05-22,60.24796676635742,60.26999169338497,60.13784213121964,60.247966766357415,816600.0
2015-05-26,60.394832611083984,60.431538970025606,60.225965435284664,60.24799037094137,1178300.0
2015-05-27,60.42417526245117,60.45353809648522,60.306701520489696,60.409488243977826,2564500.0
2015-05-28,60.4315299987793,60.482923374835025,60.3874801340052,60.44621702134258,1073300.0
2015-05-29,60.45356750488281,60.54167285421388,60.416861143755824,60.51230440443686,2494300.0
2015-06-01,60.25198745727539,60.46533460256734,60.22255968418956,60.46533460256734,1362800.0
2015-06-02,60.082767486572266,60.200478556035385,60.03127029687533,60.17840913370423,1510000.0
2015-06-03,59.81793975830078,59.97978971724696,59.75173147297241,59.972431370174604,1390000.0
2015-06-04,59.96506118774414,60.03862779873907,59.88413623181791,59.89884730890785,1111300.0
2015-06-05,59.72965621948242,59.847361697289685,59.66344232783719,59.788506151999194,4115300.0
2015-06-08,59.80322265625,59.84000316236036,59.75908380380809,59.78850596358689,4954500.0
2015-06-09,59.62662887573242,59.73697594621418,59.59720111934708,59.73697594621418,2883300.0
2015-06-10,59.50162124633789,59.589904607096074,59.464840722270985,59.53104903325728,1222800.0
2015-06-11,59.78117370605469,59.788526442130966,59.54575705777427,59.58989592533447,1815900.0
2015-06-12,59.736976623535156,59.89882647910435,59.67812672286784,59.714907209188574,1785100.0
2015-06-15,59.74431610107422,59.9061659055378,59.729605033745216,59.86937981806192,2082900.0
2015-06-16,59.89883041381836,59.89883041381836,59.75905557618473,59.83997489651417,2250700.0
2015-06-17,59.92094039916992,59.93565709484546,59.663454352596624,59.86944318985526,865700.0
2015-06-18,59.876792907714844,59.91357902882688,59.73701238281796,59.86208182693446,1210300.0
2015-06-19,60.04600524902344,60.06807467806667,59.96508026734862,59.99450804366441,1176700.0
2015-06-22,59.75909423828125,59.95036637410984,59.74437754304847,59.8988691663445,1020000.0
2015-06-23,59.61930847167969,59.759089000265554,59.58988069656823,59.61930847167969,1096000.0
2015-06-24,59.72965621948242,59.75908399212767,59.648731247901424,59.70022844683717,6836900.0
2015-06-25,59.64873123168945,59.73700893682748,59.619303459052205,59.70758677696396,2894500.0
2015-06-26,59.53838348388672,59.575169605963765,59.47952793367313,59.54574183085697,963000.0
2015-06-29,59.839996337890625,59.88414079807178,59.64872425727354,59.729649219370415,2168400.0
2015-06-30,59.78117370605469,59.94302370414291,59.76645700835087,59.78117370605469,1547800.0
2015-07-01,59.6359748840332,59.73180322511608,59.58437414282565,59.61386108409554,5399300.0
2015-07-02,59.78333282470703,59.8423066370685,59.753845918526295,59.753845918526295,1060100.0
2015-07-06,59.98975372314453,60.033986907846156,59.87181168673287,60.033986907846156,2210700.0
2015-07-07,60.0487060546875,60.277222534958554,60.0487060546875,60.218254349891566,4183200.0
2015-07-08,60.21829605102539,60.269896763724965,60.12246213882913,60.18143598878746,1967800.0
2015-07-09,60.01923370361328,60.137181350451215,59.98974679190379,60.1224350825698,1670900.0
2015-07-10,59.739112854003906,59.827573583765336,59.67276590066959,59.724366587017165,2038300.0
2015-07-13,59.599056243896484,59.71700389308956,59.59168310980856,59.60642937798442,2846500.0
2015-07-14,59.709651947021484,59.76125265584064,59.68016502425976,59.709651947021484,1567700.0
2015-07-15,59.879188537597656,59.90130231929384,59.694899524723674,59.71701330641986,2631000.0
2015-07-16,59.879188537597656,59.91604296573985,59.74650022336622,59.76124086981222,1063100.0
2015-07-17,59.88654708862305,59.94552091369216,59.857060176088495,59.89392022277006,807900.0
2015-07-20,59.80546951293945,59.871816483280185,59.768615084131895,59.84970270118476,1026900.0
2015-07-21,59.91602325439453,59.95288329446474,59.78333498381526,59.798081249464346,1422900.0
2015-07-22,59.938175201416016,60.02663597949071,59.93080768795185,59.945548338936256,1624100.0
2015-07-23,60.078269958496094,60.10775690084749,59.923467729195664,59.96769533069316,1178400.0
2015-07-24,60.115074157714844,60.1593017180971,60.078214108026984,60.14455544860037,804300.0
2015-07-27,60.2330207824707,60.240393917780814,60.159306301532766,60.21828013590488,2022800.0
